代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000001.SZ,平安银行,1994-02-16,0.7761,0.7802,0.7843,0.7679,0.7781,312700,5937000,0.0021,0.2646,18.9862,0.7918,748349200.85,N/A,1700793634.85,39490723,0,89751643,6.2229,1.4119,2.7483,N/A,
000001.SZ,平安银行,1994-02-17,0.7781,0.772,0.772,0.7555,0.7596,251700,4660000,-0.0185,-2.3747,18.5141,0.6374,730578375.5,N/A,1660405395.5,39490723,0,89751643,6.0752,1.3784,2.6831,N/A,
000001.SZ,平安银行,1994-02-18,0.7596,0.7514,0.7679,0.7514,0.7617,224700,4154000,0.0021,0.2703,18.4869,0.569,732552911.65,N/A,1664892977.65,39490723,0,89751643,6.0916,1.3821,2.6903,N/A,
000001.SZ,平安银行,1994-02-21,0.7617,0.7514,0.7514,0.7391,0.7391,348600,6316000,-0.0226,-2.965,18.1182,0.8827,710833014,N/A,1615529574,39490723,0,89751643,5.911,1.3412,2.6105,N/A,
000001.SZ,平安银行,1994-02-22,0.7391,0.7514,0.7904,0.7473,0.7535,860800,16112000,0.0144,1.9444,18.7175,2.1798,724654767.05,N/A,1646942649.05,39490723,0,89751643,6.0259,1.3672,2.6613,N/A,
000001.SZ,平安银行,1994-02-23,0.7535,0.7596,0.772,0.7391,0.7494,250500,4595000,-0.0041,-0.545,18.3433,0.6343,720705694.75,N/A,1637967484.75,39490723,0,89751643,5.9931,1.3598,2.6468,N/A,
000001.SZ,平安银行,1994-02-24,0.7494,0.7617,0.772,0.7494,0.7658,381700,7023000,0.0164,2.1918,18.3993,0.9666,736501983.95,N/A,1673868141.95,39490723,0,89751643,6.1244,1.3896,2.7048,N/A,
000001.SZ,平安银行,1994-02-25,0.7658,0.7781,0.7781,0.7596,0.7638,489400,9149000,-0.0021,-0.2681,18.6943,1.2393,734527447.8,N/A,1669380559.8,39490723,0,89751643,6.108,1.3859,2.6976,N/A,
000001.SZ,平安银行,1994-02-28,0.7638,0.7638,0.7638,0.7432,0.7453,207600,3813000,-0.0185,-2.4194,18.3671,0.5257,716756622.45,N/A,1628992320.45,39490723,0,89751643,5.9602,1.3523,2.6323,N/A,
000001.SZ,平安银行,1994-03-01,0.7453,0.7432,0.7473,0.7412,0.7432,237500,4304000,-0.0021,-0.2755,18.1221,0.6014,714782086.3,N/A,1624504738.3,39490723,0,89751643,5.9438,1.3486,2.625,N/A,
000001.SZ,平安银行,1994-03-02,0.7432,0.7432,0.7453,0.7371,0.7391,193700,3496000,-0.0041,-0.5525,18.0485,0.4905,710833014,N/A,1615529574,39490723,0,89751643,5.911,1.3412,2.6105,N/A,
000001.SZ,平安银行,1994-03-03,0.7391,0.7391,0.7391,0.7227,0.7289,335900,5960000,-0.0103,-1.3889,17.7434,0.8506,700960333.25,N/A,1593091663.25,39490723,0,89751643,5.8289,1.3225,2.5743,N/A,
000001.SZ,平安银行,1994-03-04,0.7289,0.7227,0.7227,0.7145,0.7145,382000,6674000,-0.0144,-1.9718,17.4712,0.9673,687138580.2,N/A,1561678588.2,39490723,0,89751643,5.7139,1.2965,2.5235,N/A,
000001.SZ,平安银行,1994-03-07,0.7145,0.7145,0.7145,0.6775,0.6981,508200,8562000,-0.0164,-2.2989,16.8477,1.2869,671342291,N/A,1525777931,39490723,0,89751643,5.5826,1.2666,2.4655,N/A,
000001.SZ,平安银行,1994-03-08,0.6981,0.6981,0.6981,0.6857,0.6919,235600,3969000,-0.0062,-0.8824,16.8463,0.5966,665418682.55,N/A,1512315184.55,39490723,0,89751643,5.5333,1.2555,2.4438,N/A,
000001.SZ,平安银行,1994-03-09,0.6919,0.6919,0.6939,0.6878,0.6898,198800,3339000,-0.0021,-0.2967,16.7958,0.5034,663444146.4,N/A,1507827602.4,39490723,0,89751643,5.5169,1.2517,2.4365,N/A,
000001.SZ,平安银行,1994-03-10,0.6898,0.6898,0.6898,0.6775,0.6796,303800,5042000,-0.0103,-1.4881,16.5964,0.7693,653571465.65,N/A,1485389691.65,39490723,0,89751643,5.4348,1.2331,2.4002,N/A,
000001.SZ,平安银行,1994-03-11,0.6796,0.6796,0.696,0.657,0.6816,440000,7192000,0.0021,0.3021,16.3455,1.1142,655546001.8,N/A,1489877273.8,39490723,0,89751643,5.4512,1.2368,2.4075,N/A,
000001.SZ,平安银行,1994-03-14,0.6816,0.6939,0.7227,0.6898,0.7063,594300,10174000,0.0246,3.6145,17.1193,1.5049,679240435.6,N/A,1543728259.6,39490723,0,89751643,5.6483,1.2815,2.4945,N/A,
000001.SZ,平安银行,1994-03-15,0.7063,0.7186,0.7206,0.6857,0.6857,440100,7512000,-0.0205,-2.907,17.0688,1.1144,659495074.1,N/A,1498852438.1,39490723,0,89751643,5.4841,1.2443,2.422,N/A,
000001.SZ,平安银行,1994-03-16,0.6857,0.6837,0.6857,0.6734,0.6857,251400,4159000,0,0,16.5434,0.6366,659495074.1,N/A,1498852438.1,39490723,0,89751643,5.4841,1.2443,2.422,N/A,
000001.SZ,平安银行,1994-03-17,0.6857,0.6898,0.7022,0.6898,0.6981,477500,8089000,0.0123,1.7964,16.9403,1.2091,671342291,N/A,1525777931,39490723,0,89751643,5.5826,1.2666,2.4655,N/A,
000001.SZ,平安银行,1994-03-18,0.6981,0.7022,0.7063,0.6898,0.696,422200,7175000,-0.0021,-0.2941,16.9943,1.0691,669367754.85,N/A,1521290348.85,39490723,0,89751643,5.5662,1.2629,2.4583,N/A,
000001.SZ,平安银行,1994-03-21,0.696,0.7063,0.7063,0.6775,0.6775,249900,4175000,-0.0185,-2.6549,16.7067,0.6328,651596929.5,N/A,1480902109.5,39490723,0,89751643,5.4184,1.2294,2.393,N/A,
000001.SZ,平安银行,1994-03-22,0.6775,0.6734,0.6734,0.6611,0.6632,268200,4347000,-0.0144,-2.1212,16.2081,0.6791,637775176.45,N/A,1449489034.45,39490723,0,89751643,5.3035,1.2033,2.3422,N/A,
000001.SZ,平安银行,1994-03-23,0.6632,0.659,0.659,0.6447,0.6467,548700,8704000,-0.0164,-2.4768,15.8629,1.3894,621978887.25,N/A,1413588377.25,39490723,0,89751643,5.1721,1.1735,2.2842,N/A,
000001.SZ,平安银行,1994-03-24,0.6467,0.6447,0.6467,0.6262,0.6303,593500,9144000,-0.0164,-2.5397,15.4069,1.5029,606182598.05,N/A,1377687720.05,39490723,0,89751643,5.0408,1.1437,2.2262,N/A,
000001.SZ,平安银行,1994-03-25,0.6303,0.6303,0.6365,0.6282,0.6282,403500,6197000,-0.0021,-0.3257,15.3581,1.0218,604208061.9,N/A,1373200137.9,39490723,0,89751643,5.0243,1.14,2.219,N/A,
000001.SZ,平安银行,1994-03-28,0.6282,0.6693,0.8007,0.6344,0.6365,766600,12239000,0.0082,1.3072,15.9653,1.9412,612106206.5,N/A,1391150466.5,39490723,0,89751643,5.09,1.1549,2.248,N/A,
000001.SZ,平安银行,1994-03-29,0.6365,0.6365,0.6488,0.6262,0.6488,427000,6566000,0.0123,1.9355,15.377,1.0813,623953423.4,N/A,1418075959.4,39490723,0,89751643,5.1885,1.1772,2.2915,N/A,
000001.SZ,平安银行,1994-03-30,0.6488,0.6488,0.6529,0.6262,0.6426,912700,14270000,-0.0062,-0.9494,15.6349,2.3112,618029814.95,N/A,1404613212.95,39490723,0,89751643,5.1393,1.1661,2.2697,N/A,
000001.SZ,平安银行,1994-03-31,0.6426,0.6426,0.6467,0.6159,0.618,418600,6465000,-0.0246,-3.8339,15.4443,1.06,594335381.15,N/A,1350762227.15,39490723,0,89751643,4.9422,1.1214,2.1827,N/A,
000001.SZ,平安银行,1994-04-01,0.618,0.6159,0.618,0.6098,0.6118,519600,7772000,-0.0062,-0.9967,14.9577,1.3158,588411772.7,N/A,1337299480.7,39490723,0,89751643,4.893,1.1102,2.1609,N/A,
000001.SZ,平安银行,1994-04-04,0.6118,0.6118,0.6159,0.5975,0.6016,322000,4784000,-0.0103,-1.6779,14.8571,0.8154,578539091.95,N/A,1314861569.95,39490723,0,89751643,4.8109,1.0916,2.1247,N/A,
000001.SZ,平安银行,1994-04-05,0.6016,0.5995,0.6057,0.5954,0.5995,346900,5058000,-0.0021,-0.3413,14.5806,0.8784,576564555.8,N/A,1310373987.8,39490723,0,89751643,4.7945,1.0878,2.1174,N/A,
000001.SZ,平安银行,1994-04-06,0.5995,0.5995,0.6057,0.5975,0.6057,195400,2873000,0.0062,1.0274,14.7032,0.4948,582488164.25,N/A,1323836734.25,39490723,0,89751643,4.8437,1.099,2.1392,N/A,
000001.SZ,平安银行,1994-04-07,0.6057,0.6077,0.6139,0.6057,0.6057,297800,4418000,0,0,14.8355,0.7541,582488164.25,N/A,1323836734.25,39490723,0,89751643,4.8437,1.099,2.1392,N/A,
000001.SZ,平安银行,1994-04-08,0.6057,0.6016,0.6016,0.581,0.5872,258700,3725000,-0.0185,-3.0508,14.3989,0.6551,564717338.9,N/A,1283448494.9,39490723,0,89751643,4.6959,1.0655,2.0739,N/A,
000001.SZ,平安银行,1994-04-11,0.5872,0.5872,0.5872,0.5543,0.5584,351700,4883000,-0.0287,-4.8951,13.884,0.8906,537073832.8,N/A,1220622344.8,39490723,0,89751643,4.4661,1.0133,1.9724,N/A,
000001.SZ,平安银行,1994-04-12,0.5584,0.5584,0.5584,0.5256,0.5379,661000,8693000,-0.0205,-3.6765,13.1513,1.6738,517328471.3,N/A,1175746523.3,39490723,0,89751643,4.3019,0.9761,1.8999,N/A,
000001.SZ,平安银行,1994-04-13,0.5379,0.5502,0.5543,0.5297,0.5297,465800,6141000,-0.0082,-1.5267,13.1838,1.1795,509430326.7,N/A,1157796194.7,39490723,0,89751643,4.2362,0.9612,1.8709,N/A,
000001.SZ,平安银行,1994-04-14,0.5297,0.5174,0.5256,0.501,0.501,710900,8838000,-0.0287,-5.4264,12.4321,1.8002,481786820.6,N/A,1094970044.6,39490723,0,89751643,4.0063,0.909,1.7694,N/A,
000001.SZ,平安银行,1994-04-15,0.501,0.4968,0.5256,0.4927,0.5235,2284400,28149000,0.0226,4.5082,12.3223,5.7846,503506718.25,N/A,1144333448.25,39490723,0,89751643,4.1869,0.95,1.8491,N/A,
000001.SZ,平安银行,1994-04-18,0.5235,0.5276,0.5276,0.5071,0.5092,1276100,16113000,-0.0144,-2.7451,12.6268,3.2314,489684965.2,N/A,1112920373.2,39490723,0,89751643,4.072,0.9239,1.7984,N/A,
000001.SZ,平安银行,1994-04-19,0.5092,0.5051,0.5051,0.4825,0.4866,1011200,12196000,-0.0226,-4.4355,12.0609,2.5606,467965067.55,N/A,1063556969.55,39490723,0,89751643,3.8914,0.8829,1.7186,N/A,
000001.SZ,平安银行,1994-04-20,0.4866,0.4804,0.501,0.4763,0.4866,958500,11295000,0,0,11.784,2.4272,467965067.55,N/A,1063556969.55,39490723,0,89751643,3.8914,0.8829,1.7186,N/A,
000001.SZ,平安银行,1994-04-21,0.4866,0.4886,0.5092,0.4886,0.5051,1051200,12856000,0.0185,3.7975,12.2298,2.6619,485735892.9,N/A,1103945208.9,39490723,0,89751643,4.0392,0.9165,1.7839,N/A,
000001.SZ,平安银行,1994-04-22,0.5051,0.5092,0.5092,0.4948,0.4968,958000,11702000,-0.0082,-1.626,12.215,2.4259,477837748.3,N/A,1085994880.3,39490723,0,89751643,3.9735,0.9016,1.7549,N/A,
000001.SZ,平安银行,1994-04-25,0.4968,0.4968,0.5112,0.4927,0.5071,423200,5215000,0.0103,2.0661,12.3228,1.0716,487710429.05,N/A,1108432791.05,39490723,0,89751643,4.0556,0.9202,1.7911,N/A,
000001.SZ,平安银行,1994-04-26,0.5071,0.5092,0.5256,0.5071,0.5256,867500,10981000,0.0185,3.6437,12.6582,2.1967,505481254.4,N/A,1148821030.4,39490723,0,89751643,4.2034,0.9537,1.8564,N/A,
000001.SZ,平安银行,1994-04-27,0.5256,0.5276,0.5543,0.526,0.5543,1778400,23317000,0.0287,5.4688,13.1112,4.5033,533124760.5,N/A,1211647180.5,39490723,0,89751643,4.4332,1.0059,1.9579,N/A,
000001.SZ,平安银行,1994-04-28,0.5543,0.5584,0.6077,0.5584,0.5913,5982900,86057000,0.037,6.6667,14.3838,15.1501,568666411.2,N/A,1292423659.2,39490723,0,89751643,4.7288,1.0729,2.0884,N/A,
000001.SZ,平安银行,1994-04-29,0.5913,0.5872,0.657,0.5749,0.6566,6530900,97754000,0.0653,11.0417,14.9679,16.5378,631456660.77,N/A,1435128771.57,39490723,0,89751643,5.2509,1.1914,2.319,N/A,
000001.SZ,平安银行,1994-05-03,0.6566,0.6775,0.7761,0.6775,0.7391,9029400,161442000,0.0825,12.5704,17.8796,22.8646,710833014,N/A,1615529574,39490723,0,89751643,5.911,1.3412,2.6105,N/A,
000001.SZ,平安银行,1994-05-04,0.7391,0.7596,0.7658,0.6775,0.6796,7888100,137414000,-0.0595,-8.0556,17.4204,19.9746,653571465.65,N/A,1485389691.65,39490723,0,89751643,5.4348,1.2331,2.4002,N/A,
000001.SZ,平安银行,1994-05-05,0.6796,0.6693,0.7186,0.657,0.7042,6164500,104136000,0.0246,3.6254,16.8929,15.61,677265899.45,N/A,1539240677.45,39490723,0,89751643,5.6318,1.2778,2.4873,N/A,
000001.SZ,平安银行,1994-05-06,0.7042,0.7104,0.7186,0.6816,0.6985,6067500,103806000,-0.0057,-0.8163,17.1085,15.3644,671737198.23,N/A,1526675447.43,39490723,0,89751643,5.5859,1.2674,2.467,N/A,
000001.SZ,平安银行,1994-05-09,0.6985,0.7063,0.7473,0.6981,0.721,7077400,124237000,0.0226,3.2334,17.554,17.9217,693457095.88,N/A,1576038851.08,39490723,0,89751643,5.7665,1.3084,2.5467,N/A,
000001.SZ,平安银行,1994-05-10,0.721,0.7268,0.7268,0.6972,0.703,3853200,65998000,-0.0181,-2.5057,17.1281,9.7572,676081177.76,N/A,1536548128.16,39490723,0,89751643,5.622,1.2756,2.4829,N/A,
000001.SZ,平安银行,1994-05-11,0.703,0.7083,0.7141,0.6857,0.6898,2271000,39041000,-0.0131,-1.8692,17.1911,5.7507,663444146.4,N/A,1507827602.4,39490723,0,89751643,5.5169,1.2517,2.4365,N/A,
000001.SZ,平安银行,1994-05-12,0.6898,0.6857,0.6919,0.6693,0.6693,1574300,26116000,-0.0205,-2.9762,16.589,3.9865,643698784.9,N/A,1462951780.9,39490723,0,89751643,5.3527,1.2145,2.364,N/A,
000001.SZ,平安银行,1994-05-13,0.6693,0.6714,0.6939,0.6632,0.6931,1328900,21907000,0.0238,3.5583,16.4851,3.3651,666603404.24,N/A,1515007733.84,39490723,0,89751643,5.5432,1.2577,2.4481,N/A,
000001.SZ,平安银行,1994-05-16,0.6931,0.7022,0.7063,0.6849,0.7001,1440700,24425000,0.007,1.0071,16.9536,3.6482,673316827.15,N/A,1530265513.15,39490723,0,89751643,5.599,1.2704,2.4728,N/A,
000001.SZ,平安银行,1994-05-17,0.7001,0.6981,0.6981,0.6779,0.6796,456200,7620000,-0.0205,-2.9326,16.7032,1.1552,653571465.65,N/A,1485389691.65,39490723,0,89751643,5.4348,1.2331,2.4002,N/A,
000001.SZ,平安银行,1994-05-18,0.6796,0.6775,0.6853,0.6693,0.6734,434800,7168000,-0.0062,-0.9063,16.4857,1.101,647647857.2,N/A,1471926945.2,39490723,0,89751643,5.3856,1.2219,2.3785,N/A,
000001.SZ,平安银行,1994-05-19,0.6734,0.6701,0.6898,0.6685,0.6837,556200,9167000,0.0103,1.5244,16.4815,1.4084,657520537.95,N/A,1494364855.95,39490723,0,89751643,5.4677,1.2406,2.4148,N/A,
000001.SZ,平安银行,1994-05-20,0.6837,0.6837,0.6898,0.6726,0.6775,461200,7706000,-0.0062,-0.9009,16.7086,1.1679,651596929.5,N/A,1480902109.5,39490723,0,89751643,5.4184,1.2294,2.393,N/A,
000001.SZ,平安银行,1994-05-23,0.6775,0.6816,0.6833,0.6652,0.6685,271100,4439000,-0.009,-1.3333,16.374,0.6865,642908970.44,N/A,1461156748.04,39490723,0,89751643,5.3462,1.213,2.3611,N/A,
000001.SZ,平安银行,1994-05-24,0.6685,0.6656,0.6714,0.6652,0.6677,190900,3107000,-0.0008,-0.1229,16.2755,0.4834,642119155.98,N/A,1459361715.18,39490723,0,89751643,5.3396,1.2115,2.3582,N/A,
000001.SZ,平安银行,1994-05-25,0.6677,0.6677,0.6775,0.6488,0.6529,374800,6035000,-0.0148,-2.214,16.1019,0.9491,627902495.7,N/A,1427051123.7,39490723,0,89751643,5.2214,1.1847,2.306,N/A,
000001.SZ,平安银行,1994-05-26,0.6529,0.6529,0.6529,0.6221,0.6233,701500,10882000,-0.0296,-4.5283,15.5125,1.7764,599469175.14,N/A,1362429940.74,39490723,0,89751643,4.9849,1.131,2.2016,N/A,
000001.SZ,平安银行,1994-05-27,0.6233,0.6241,0.6365,0.6126,0.6163,918000,14039000,-0.007,-1.1199,15.293,2.3246,592755752.23,N/A,1347172161.43,39490723,0,89751643,4.9291,1.1184,2.1769,N/A,
000001.SZ,平安银行,1994-05-30,0.6163,0.6159,0.6159,0.579,0.5868,525400,7502000,-0.0296,-4.7968,14.2786,1.3304,564322431.67,N/A,1282550978.47,39490723,0,89751643,4.6927,1.0647,2.0725,N/A,
000001.SZ,平安银行,1994-05-31,0.5868,0.5769,0.6077,0.5753,0.5995,766000,11049000,0.0127,2.1693,14.4243,1.9397,576564555.8,N/A,1310373987.8,39490723,0,89751643,4.7945,1.0878,2.1174,N/A,
000001.SZ,平安银行,1994-06-01,0.5995,0.5995,0.5995,0.579,0.579,615600,8824000,-0.0205,-3.4247,14.334,1.5588,556819194.3,N/A,1265498166.3,39490723,0,89751643,4.6303,1.0506,2.0449,N/A,
000001.SZ,平安银行,1994-06-02,0.579,0.5769,0.5905,0.5749,0.5818,441600,6263000,0.0029,0.4965,14.1825,1.1182,559583544.91,N/A,1271780781.31,39490723,0,89751643,4.6533,1.0558,2.0551,N/A,
000001.SZ,平安银行,1994-06-03,0.5818,0.5831,0.5979,0.5818,0.5843,785200,11318000,0.0025,0.4234,14.4142,1.9883,561952988.29,N/A,1277165879.89,39490723,0,89751643,4.673,1.0603,2.0638,N/A,
000001.SZ,平安银行,1994-06-06,0.5843,0.5843,0.5946,0.579,0.581,304600,4321000,-0.0033,-0.5622,14.1858,0.7713,558793730.45,N/A,1269985748.45,39490723,0,89751643,4.6467,1.0543,2.0522,N/A,
000001.SZ,平安银行,1994-06-07,0.581,0.581,0.5818,0.5794,0.5802,121800,1722000,-0.0008,-0.1413,14.1379,0.3084,558003915.99,N/A,1268190715.59,39490723,0,89751643,4.6401,1.0528,2.0493,N/A,
000001.SZ,平安银行,1994-06-08,0.5802,0.5769,0.588,0.5749,0.5872,389700,5495000,0.007,1.2031,14.1006,0.9868,564717338.9,N/A,1283448494.9,39490723,0,89751643,4.6959,1.0655,2.0739,N/A,
000001.SZ,平安银行,1994-06-09,0.5872,0.5872,0.5954,0.5798,0.5802,326900,4658000,-0.007,-1.1888,14.249,0.8278,558003915.99,N/A,1268190715.59,39490723,0,89751643,4.6401,1.0528,2.0493,N/A,
000001.SZ,平安银行,1994-06-10,0.5802,0.579,0.5794,0.5761,0.5773,337000,4738000,-0.0029,-0.4954,14.0593,0.8534,555239565.38,N/A,1261908100.58,39490723,0,89751643,4.6171,1.0476,2.0391,N/A,
000001.SZ,平安银行,1994-06-13,0.5773,0.5749,0.5749,0.5584,0.5605,451100,6230000,-0.0168,-2.9161,13.8107,1.1423,539048368.95,N/A,1225109926.95,39490723,0,89751643,4.4825,1.017,1.9797,N/A,
000001.SZ,平安银行,1994-06-14,0.5605,0.5547,0.5601,0.54,0.5428,472700,6304000,-0.0177,-3.1502,13.3362,1.197,522067358.06,N/A,1186516720.46,39490723,0,89751643,4.3413,0.985,1.9173,N/A,
000001.SZ,平安银行,1994-06-15,0.5428,0.5379,0.5461,0.5342,0.5453,260400,3444000,0.0025,0.4539,13.2258,0.6594,524436801.44,N/A,1191901819.04,39490723,0,89751643,4.361,0.9895,1.926,N/A,
000001.SZ,平安银行,1994-06-16,0.5453,0.5461,0.5749,0.5453,0.5658,463700,6275000,0.0205,3.7651,13.5325,1.1742,544182162.94,N/A,1236777640.54,39490723,0,89751643,4.5252,1.0267,1.9985,N/A,
000001.SZ,平安银行,1994-06-17,0.5658,0.5699,0.597,0.5625,0.5954,1023300,14378000,0.0296,5.225,14.0506,2.5912,572615483.5,N/A,1301398823.5,39490723,0,89751643,4.7616,1.0804,2.1029,N/A,
000001.SZ,平安银行,1994-06-20,0.5954,0.5954,0.6003,0.5749,0.5782,1753200,25187000,-0.0172,-2.8966,14.3663,4.4395,556029379.84,N/A,1263703133.44,39490723,0,89751643,4.6237,1.0491,2.042,N/A,
000001.SZ,平安银行,1994-06-21,0.5782,0.5728,0.5732,0.5667,0.5712,528700,7336000,-0.007,-1.2074,13.8755,1.3388,549315956.93,N/A,1248445354.13,39490723,0,89751643,4.5679,1.0364,2.0174,N/A,
000001.SZ,平安银行,1994-06-22,0.5712,0.5667,0.5831,0.5667,0.5782,242200,3405000,0.007,1.2221,14.0586,0.6133,556029379.84,N/A,1263703133.44,39490723,0,89751643,4.6237,1.0491,2.042,N/A,
000001.SZ,平安银行,1994-06-23,0.5782,0.5749,0.581,0.5749,0.5761,246000,3456132,-0.0021,-0.3551,14.0493,0.6229,554054843.69,N/A,1259215551.29,39490723,0,89751643,4.6073,1.0454,2.0348,N/A,
000001.SZ,平安银行,1994-06-24,0.5761,0.5749,0.5749,0.5695,0.5704,334300,4656570,-0.0057,-0.9979,13.9293,0.8465,548526142.47,N/A,1246650321.27,39490723,0,89751643,4.5613,1.0349,2.0145,N/A,
000001.SZ,平安银行,1994-06-27,0.5704,0.5667,0.5667,0.5523,0.5527,435700,5892822,-0.0177,-3.0958,13.525,1.1033,531545131.58,N/A,1208057114.78,39490723,0,89751643,4.4201,1.0029,1.9521,N/A,
000001.SZ,平安银行,1994-06-28,0.5527,0.5502,0.5519,0.54,0.5449,294100,3909625,-0.0078,-1.4116,13.2935,0.7447,524041894.21,N/A,1191004302.61,39490723,0,89751643,4.3577,0.9887,1.9245,N/A,
000001.SZ,平安银行,1994-06-29,0.5449,0.5449,0.5502,0.5416,0.5441,360700,4797164,-0.0008,-0.1507,13.2996,0.9134,523252079.75,N/A,1189209269.75,39490723,0,89751643,4.3511,0.9872,1.9216,N/A,
000001.SZ,平安银行,1994-06-30,0.5441,0.5424,0.5535,0.542,0.5519,257500,3431772,0.0078,1.434,13.3273,0.1438,2407403053.44,N/A,3620976562.56,179122251,0,269417899,13.2486,3.006,5.8512,N/A,
000001.SZ,平安银行,1994-07-01,0.5519,0.5461,0.5511,0.5461,0.5461,244400,3265240,-0.0057,-1.0417,13.3602,0.1364,2382325938.3,N/A,3583258056.7,179122251,0,269417899,13.1106,2.9747,5.7902,N/A,
000001.SZ,平安银行,1994-07-04,0.5461,0.542,0.5453,0.542,0.5432,470100,6212124,-0.0029,-0.5263,13.2145,0.2624,2369787380.73,N/A,3564398803.77,179122251,0,269417899,13.0416,2.959,5.7597,N/A,
000001.SZ,平安银行,1994-07-05,0.5432,0.5432,0.5432,0.5432,0.5432,N/A,N/A,0,0,N/A,N/A,2369787380.73,N/A,3564398803.77,179122251,0,269417899,13.0416,2.959,5.7597,N/A,
000001.SZ,平安银行,1994-07-06,0.5432,0.5432,0.5432,0.5432,0.5432,N/A,N/A,0,0,N/A,N/A,2369787380.73,N/A,3564398803.77,179122251,0,269417899,13.0416,2.959,5.7597,N/A,
000001.SZ,平安银行,1994-07-07,0.5432,0.5432,0.5432,0.5432,0.5432,N/A,N/A,0,0,N/A,N/A,2369787380.73,N/A,3564398803.77,179122251,0,269417899,13.0416,2.959,5.7597,N/A,
000001.SZ,平安银行,1994-07-08,0.5432,0.5404,0.5691,0.5346,0.5667,1526400,20533092,0.0234,4.3084,13.452,0.8522,2471887063.8,N/A,3717967006.2,179122251,0,269417899,13.6035,3.0865,6.0079,N/A,
000001.SZ,平安银行,1994-07-11,0.5667,0.5713,0.5745,0.5516,0.5614,974600,8329441,-0.0053,-0.927,8.5465,0.3401,2450392670.7,N/A,3685636854.9,286595634,0,431068638,13.4852,3.0597,5.9556,N/A,
000001.SZ,平安银行,1994-07-12,0.5614,0.5614,0.5706,0.5614,0.5673,486400,4198574,0.0059,1.0526,8.6319,0.1697,2476186277.76,N/A,3724433032.32,286595634,0,431068638,13.6271,3.0919,6.0183,N/A,
000001.SZ,平安银行,1994-07-13,0.5673,0.5713,0.5877,0.5713,0.5837,559400,4920303,0.0164,2.8935,8.7957,0.1952,2547835186.26,N/A,3832200191.82,286595634,0,431068638,14.0214,3.1814,6.1925,N/A,
000001.SZ,平安银行,1994-07-14,0.5837,0.5844,0.5949,0.5811,0.5811,1821800,16340394,-0.0026,-0.4499,8.9694,0.6357,2536371360.9,N/A,3814957446.3,286595634,0,431068638,13.9584,3.167,6.1646,N/A,
000001.SZ,平安银行,1994-07-15,0.5811,0.5844,0.5877,0.5647,0.5667,1219100,10693262,-0.0144,-2.4859,8.7714,0.4254,2473320321.42,N/A,3720122345.94,286595634,0,431068638,13.6114,3.0883,6.0114,N/A,
000001.SZ,平安银行,1994-07-18,0.5667,0.5581,0.5581,0.5417,0.5437,852900,7078806,-0.023,-4.0556,8.2997,0.2976,2373011849.52,N/A,3569248322.64,286595634,0,431068638,13.0593,2.9631,5.7676,N/A,
000001.SZ,平安银行,1994-07-19,0.5437,0.5417,0.5575,0.5384,0.545,644600,5346925,0.0013,0.2415,8.295,0.2249,2378743762.2,N/A,3577869695.4,286595634,0,431068638,13.0909,2.9702,5.7815,N/A,
000001.SZ,平安银行,1994-07-20,0.545,0.5476,0.5483,0.5417,0.5437,449900,3731762,-0.0013,-0.241,8.2946,0.157,2373011849.52,N/A,3569248322.64,286595634,0,431068638,13.0593,2.9631,5.7676,N/A,
000001.SZ,平安银行,1994-07-21,0.5437,0.5384,0.541,0.5351,0.5371,511400,4178515,-0.0066,-1.2077,8.1707,0.1784,2344352286.12,N/A,3526141458.84,286595634,0,431068638,12.9016,2.9273,5.6979,N/A,
000001.SZ,平安银行,1994-07-22,0.5371,0.5351,0.5417,0.5259,0.5345,610900,4953514,-0.0026,-0.489,8.1086,0.2132,2332888460.76,N/A,3508898713.32,286595634,0,431068638,12.8385,2.913,5.67,N/A,
000001.SZ,平安银行,1994-07-25,0.5345,0.5319,0.545,0.5259,0.5424,727800,5928341,0.0079,1.4742,8.1456,0.2539,2367279936.84,N/A,3560626949.88,286595634,0,431068638,13.0278,2.9559,5.7536,N/A,
000001.SZ,平安银行,1994-07-26,0.5424,0.5502,0.5594,0.5437,0.5588,1385000,11651762,0.0164,3.0266,8.4128,0.4833,2438928845.34,N/A,3668394109.38,286595634,0,431068638,13.4221,3.0454,5.9278,N/A,
000001.SZ,平安银行,1994-07-27,0.5588,0.5614,0.5667,0.5351,0.5365,1852200,15581781,-0.0223,-3.9953,8.4126,0.6463,2341486329.78,N/A,3521830772.46,286595634,0,431068638,12.8858,2.9237,5.6909,N/A,
000001.SZ,平安银行,1994-07-28,0.5365,0.5365,0.5384,0.5207,0.5233,1718400,13860440,-0.0131,-2.448,8.0659,0.5996,2284167202.98,N/A,3435617044.86,286595634,0,431068638,12.5704,2.8521,5.5516,N/A,
000001.SZ,平安银行,1994-07-29,0.5233,0.5187,0.5286,0.5141,0.5253,869300,6906138,0.002,0.3764,7.9445,0.3033,2292765072,N/A,3448549104,286595634,0,431068638,12.6177,2.8629,5.5725,N/A,
