代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000001.SZ,平安银行,2009-04-27,6.4008,6.3257,6.4509,6.2672,6.3257,20666502,314098809.1,-0.0752,-1.1742,15.1985,0.7422,42186776824.65,N/A,47047321494.3,2784605731,0,3105433762,76.6199,2.8686,3.2417,7.162,
000001.SZ,平安银行,2009-04-28,6.3257,6.3382,6.5636,6.3382,6.5135,37591698,585159196.6,0.1879,2.9703,15.5662,1.35,43439849403.6,N/A,48444766687.2,2784605731,0,3105433762,78.8958,2.9538,3.338,7.3747,
000001.SZ,平安银行,2009-04-29,6.5135,6.5177,7.0689,6.5094,6.8935,58709206,955554263,0.38,5.8333,16.2761,2.1083,45973840618.81,N/A,51270711410.62,2784605731,0,3105433762,83.498,3.1261,3.5327,7.8049,
000001.SZ,平安银行,2009-04-30,6.8935,6.8476,6.9394,6.7265,6.8142,34225411,559033029.4,-0.0793,-1.1508,16.3339,1.2291,45444765529.92,N/A,50680678995.84,2784605731,0,3105433762,82.5371,3.0901,3.4921,7.7151,
000001.SZ,平安银行,2009-05-04,6.8142,6.8601,7.0605,6.7891,6.9979,38377789,640081740.6,0.1837,2.6961,16.6784,1.3782,46669992051.56,N/A,52047069851.12,2784605731,0,3105433762,84.7624,3.1734,3.5862,7.9231,
000001.SZ,平安银行,2009-05-05,6.9979,7.0396,7.1816,6.9728,7.0062,31403166,531835038.6,0.0084,0.1193,16.9357,1.1277,46725684166.18,N/A,52109178526.36,2784605731,0,3105433762,84.8635,3.1772,3.5905,7.9325,
000001.SZ,平安银行,2009-05-06,7.0062,6.977,7.2442,6.9394,7.2025,47128948,804699504.8,0.1962,2.801,17.0744,1.6925,48034448859.75,N/A,53568732394.5,2784605731,0,3105433762,87.2405,3.2662,3.6911,8.1547,
000001.SZ,平安银行,2009-05-07,7.2025,7.1983,7.5407,7.19,7.4948,61011413,1083382900.2,0.2923,4.058,17.7571,2.191,49983672871.45,N/A,55742536027.9,2784605731,0,3105433762,90.7807,3.3988,3.8408,8.4856,
000001.SZ,平安银行,2009-05-08,7.4948,7.382,7.6325,7.3403,7.5908,57994600,1043097126.4,0.096,1.2813,17.9861,2.0827,50624132189.58,N/A,56456785793.16,2784605731,0,3105433762,91.9439,3.4423,3.8901,8.5944,
000001.SZ,平安银行,2009-05-11,7.5908,7.5991,8.0167,7.3528,7.3695,67328848,1249003891.5,-0.2213,-2.9153,18.5508,2.4179,49148291152.15,N/A,54810905899.3,2784605731,0,3105433762,89.2635,3.342,3.7766,8.3438,
000001.SZ,平安银行,2009-05-12,7.3695,7.3403,7.5156,7.2818,7.4739,20702638,367649719.8,0.1044,1.4164,17.7586,0.7435,49844442584.9,N/A,55587264339.8,2784605731,0,3105433762,90.5278,3.3893,3.8301,8.462,
000001.SZ,平安银行,2009-05-13,7.4739,7.5115,7.5991,7.3737,7.4488,23391167,418430791.8,-0.0251,-0.3352,17.8884,0.84,49677366241.04,N/A,55400938314.08,2784605731,0,3105433762,90.2244,3.3779,3.8173,8.4336,
000001.SZ,平安银行,2009-05-14,7.4488,7.4279,7.4321,7.2025,7.2735,31501791,547898137.2,-0.1754,-2.3543,17.3926,1.1313,48507831834.02,N/A,54096656134.04,2784605731,0,3105433762,88.1003,3.2984,3.7274,8.2351,
000001.SZ,平安银行,2009-05-15,7.2735,7.3403,7.3695,7.2275,7.3069,14635163,256399253,0.0334,0.4592,17.5194,0.5256,48730600292.5,N/A,54345090835,2784605731,0,3105433762,88.5049,3.3136,3.7445,8.2729,
000001.SZ,平安银行,2009-05-18,7.3069,7.3069,7.3069,7.3069,7.3069,N/A,N/A,0,0,N/A,N/A,48730600292.5,N/A,54345090835,2784605731,0,3105433762,88.5049,3.3136,3.7445,8.2729,
000001.SZ,平安银行,2009-05-19,7.3069,7.4405,7.5908,7.4405,7.4697,29211543,524995984.2,0.1628,2.2286,17.9722,1.049,49816596527.59,N/A,55556210002.18,2784605731,0,3105433762,90.4773,3.3874,3.828,8.4573,
000001.SZ,平安银行,2009-05-20,7.4697,7.4822,7.5031,7.3319,7.3486,14042095,248650620.4,-0.1211,-1.621,17.7075,0.5043,49009060865.6,N/A,54655634211.2,2784605731,0,3105433762,89.0106,3.3325,3.7659,8.3202,
000001.SZ,平安银行,2009-05-21,7.3486,7.3277,7.357,7.048,7.0772,25424045,435761386.3,-0.2714,-3.6932,17.1397,0.913,47199067140.45,N/A,52637102265.9,2784605731,0,3105433762,85.7233,3.2094,3.6269,8.0129,
000001.SZ,平安银行,2009-05-22,7.0772,7.048,7.215,6.9645,7.1398,23404076,395973406.3,0.0626,0.885,16.919,0.8405,47616758000.1,N/A,53102917330.2,2784605731,0,3105433762,86.4819,3.2378,3.659,8.0838,
000001.SZ,平安银行,2009-05-25,7.1398,7.0355,7.2902,6.9311,7.1691,29555529,504422920,0.0292,0.4094,17.067,1.0614,47811680401.27,N/A,53320297693.54,2784605731,0,3105433762,86.8359,3.2511,3.6739,8.1169,
000001.SZ,平安银行,2009-05-26,7.1691,7.1858,7.2442,7.0647,7.1357,17470400,299362596.2,-0.0334,-0.4659,17.1354,0.6274,47588911942.79,N/A,53071862992.58,2784605731,0,3105433762,86.4313,3.2359,3.6568,8.0791,
000001.SZ,平安银行,2009-05-27,7.1357,7.2067,7.453,7.2067,7.4488,34811571,615492575.6,0.3132,4.3885,17.6807,1.2501,49677366241.04,N/A,55400938314.08,2784605731,0,3105433762,90.2244,3.3779,3.8173,8.4336,
000001.SZ,平安银行,2009-06-01,7.4488,7.5532,7.7244,7.4989,7.6409,30023553,548654487.1,0.1921,2.5785,18.2741,1.0782,50958284877.3,N/A,56829437844.6,2784605731,0,3105433762,92.5508,3.465,3.9157,8.6511,
000001.SZ,平安银行,2009-06-02,7.6409,7.7035,7.7954,7.6492,7.716,43295687,800652328.4,0.0752,0.9836,18.4927,1.5548,51459513908.88,N/A,57388415921.76,2784605731,0,3105433762,93.4611,3.4991,3.9542,8.7362,
000001.SZ,平安银行,2009-06-03,7.716,7.716,8.3716,7.716,8.334,64689721,1263200462.2,0.618,8.0087,19.5271,2.3231,55580730390.76,N/A,61984457889.52,2784605731,0,3105433762,100.9461,3.7794,4.2709,9.4358,
000001.SZ,平安银行,2009-06-04,8.334,8.2672,8.7181,8.2254,8.5094,61845944,1263708698.2,0.1754,2.1042,20.4332,2.221,56750264797.78,N/A,63288740069.56,2784605731,0,3105433762,103.0702,3.8589,4.3608,9.6344,
000001.SZ,平安银行,2009-06-05,8.5094,8.4551,8.6012,8.2881,8.3507,34852859,703018717.7,-0.1587,-1.8646,20.171,1.2516,55692114620,N/A,62108675240,2784605731,0,3105433762,101.1484,3.7869,4.2795,9.4548,
000001.SZ,平安银行,2009-06-08,8.3507,8.3507,8.3507,8.3507,8.3507,N/A,N/A,0,0,N/A,N/A,55692114620,N/A,62108675240,2784605731,0,3105433762,101.1484,3.7869,4.2795,9.4548,
000001.SZ,平安银行,2009-06-09,8.3507,8.3507,8.3507,8.3507,8.3507,N/A,N/A,0,0,N/A,N/A,55692114620,N/A,62108675240,2784605731,0,3105433762,101.1484,3.7869,4.2795,9.4548,
000001.SZ,平安银行,2009-06-10,8.3507,8.3507,8.3507,8.3507,8.3507,N/A,N/A,0,0,N/A,N/A,55692114620,N/A,62108675240,2784605731,0,3105433762,101.1484,3.7869,4.2795,9.4548,
000001.SZ,平安银行,2009-06-11,8.3507,8.3507,8.3507,8.3507,8.3507,N/A,N/A,0,0,N/A,N/A,55692114620,N/A,62108675240,2784605731,0,3105433762,101.1484,3.7869,4.2795,9.4548,
000001.SZ,平安银行,2009-06-12,8.3507,8.3507,8.3507,8.3507,8.3507,N/A,N/A,0,0,N/A,N/A,55692114620,N/A,62108675240,2784605731,0,3105433762,101.1484,3.7869,4.2795,9.4548,
000001.SZ,平安银行,2009-06-15,8.3507,9.1858,9.1858,8.7682,9.1858,189638193,4087878244.4,0.8351,10,21.5562,6.8102,61261326082,N/A,68319542764,2784605731,0,3105433762,111.2633,4.1656,4.7074,10.4002,
000001.SZ,平安银行,2009-06-16,9.1858,8.977,9.5365,8.9352,9.4321,149976941,3349281952.2,0.2463,2.6818,22.332,5.3859,62904243463.29,N/A,70151748683.58,2784605731,0,3105433762,114.2471,4.2773,4.8337,10.6791,
000001.SZ,平安银行,2009-06-17,9.4321,9.357,9.3945,9.0605,9.2693,65222443,1438301547.6,-0.1628,-1.7264,22.0522,2.3423,61818247228.2,N/A,68940629516.4,2784605731,0,3105433762,112.2748,4.2035,4.7502,10.4948,
000001.SZ,平安银行,2009-06-18,9.2693,9.2066,9.4363,9.0814,9.1524,67096688,1484658868,-0.1169,-1.2613,22.1272,2.4096,61038557623.52,N/A,68071108063.04,2784605731,0,3105433762,110.8587,4.1505,4.6903,10.3624,
000001.SZ,平安银行,2009-06-19,9.1524,9.1231,9.3528,9.0313,9.215,57987412,1275968107.3,0.0626,0.6843,22.0042,2.0824,61455986534.34,N/A,68536923127.34,2784593862,0,3105433762,111.6173,4.1789,4.7224,10.4333,
000001.SZ,平安银行,2009-06-22,9.215,9.2275,9.3611,9.0188,9.2233,66308628,1465552944.1,0.0084,0.0906,22.102,2.268,64583971891.91,N/A,68599031802.58,2923674599,0,3105433762,111.7184,4.1827,4.7267,10.4428,
000001.SZ,平安银行,2009-06-23,9.2233,9.0605,9.453,8.9854,9.2275,62469766,1377111692.8,0.0042,0.0453,22.0445,2.1367,64613208637.9,N/A,68630086140.2,2923674599,0,3105433762,111.769,4.1846,4.7288,10.4475,
000001.SZ,平安银行,2009-06-24,9.2275,9.1357,9.1398,8.8058,8.9436,65715743,1407275999.4,-0.2839,-3.0769,21.4146,2.2477,62625109910.58,N/A,66518391182.04,2923674599,0,3105433762,108.33,4.0558,4.5833,10.126,
000001.SZ,平安银行,2009-06-25,8.9436,8.9352,9.0897,8.8726,8.9269,38351564,823792196.6,-0.0167,-0.1867,21.48,1.3118,62508162926.62,N/A,66394173831.56,2923674599,0,3105433762,108.1277,4.0482,4.5748,10.1071,
000001.SZ,平安银行,2009-06-26,8.9269,8.9728,9.0605,8.9185,9.0188,34117350,735726129.7,0.0919,1.029,21.5646,1.1669,63151371338.4,N/A,67077369259.2,2923674599,0,3105433762,109.2403,4.0899,4.6218,10.2111,
000001.SZ,平安银行,2009-06-29,9.0188,9.0188,9.0188,9.0188,9.0188,N/A,N/A,0,0,N/A,N/A,63151371338.4,N/A,67077369259.2,2923674599,0,3105433762,109.2403,4.0899,4.6218,10.2111,
000001.SZ,平安银行,2009-06-30,9.0188,9.1858,9.2693,9.0229,9.1106,41201295,904244079.2,0.0919,1.0185,21.947,1.4092,63796373899.68,N/A,67760564686.84,2923756824,0,3105433762,110.3529,4.1315,4.6689,10.3151,
000001.SZ,平安银行,2009-07-01,9.1106,9.1023,9.7661,9.0021,9.7077,79857941,1808460044,0.5971,6.5536,22.646,2.7313,67977346158,N/A,72201334966.5,2923756824,0,3105433762,117.585,4.4023,4.9749,10.9911,
000001.SZ,平安银行,2009-07-02,9.7077,9.6868,9.8747,9.6033,9.7244,48942898,1142173248.3,0.0167,0.172,23.3369,1.674,68094296430.96,N/A,72325552316.98,2923756824,0,3105433762,117.7873,4.4099,4.9835,11.0101,
000001.SZ,平安银行,2009-07-03,9.7244,9.5866,9.8998,9.5657,9.8538,37641353,878856851,0.1294,1.331,23.3482,1.2874,69000661046.4,N/A,73288236783.2,2923756824,0,3105433762,119.3551,4.4686,5.0498,11.1566,
000001.SZ,平安银行,2009-07-06,9.8538,9.858,10.2421,9.7745,9.9707,35197421,844831203,0.1169,1.1864,24.0026,1.2038,69819312957.12,N/A,74157758236.56,2923756824,0,3105433762,120.7712,4.5216,5.1097,11.289,
000001.SZ,平安银行,2009-07-07,9.9707,9.929,9.929,9.4363,9.5156,51727656,1195541480.8,-0.4551,-4.5645,23.1122,1.7692,66632418018.96,N/A,70772835435.98,2923756824,0,3105433762,115.2586,4.3152,4.8765,10.7737,
000001.SZ,平安银行,2009-07-08,9.5156,9.3528,9.5323,9.2108,9.4279,37557134,840308614.6,-0.0877,-0.9215,22.3741,1.2846,66018429085.92,N/A,70120694345.96,2923756824,0,3105433762,114.1966,4.2754,4.8315,10.6744,
000001.SZ,平安银行,2009-07-09,9.4279,9.4238,9.5073,9.2526,9.4613,31959323,716148685.7,0.0334,0.3543,22.4081,1.0931,66252329631.84,N/A,70369129046.92,2923756824,0,3105433762,114.6012,4.2906,4.8487,10.7122,
000001.SZ,平安银行,2009-07-10,9.4613,9.4697,9.6325,9.3945,9.5114,29477415,673110963,0.0501,0.5296,22.8348,1.0082,66603180450.72,N/A,70741781098.36,2923756824,0,3105433762,115.2081,4.3133,4.8743,10.769,
000001.SZ,平安银行,2009-07-13,9.5114,9.4572,9.4572,9.24,9.24,27927602,623127061.8,-0.2714,-2.8534,22.3122,0.9552,64702738515.12,N/A,68723249153.06,2923756824,0,3105433762,111.9207,4.1902,4.7352,10.4617,
000001.SZ,平安银行,2009-07-14,9.24,9.2902,9.5699,9.2902,9.5407,28946589,658655481,0.3006,3.2535,22.7542,0.99,66807843428.4,N/A,70959161461.7,2923756824,0,3105433762,115.5621,4.3266,4.8893,10.8021,
000001.SZ,平安银行,2009-07-15,9.5407,9.5657,9.7369,9.5073,9.595,28088231,645874901.9,0.0543,0.5689,22.9945,0.9607,67187931815.52,N/A,71362867850.76,2923756824,0,3105433762,116.2195,4.3512,4.9171,10.8635,
000001.SZ,平安银行,2009-07-16,9.595,9.7119,9.9624,9.5741,9.8371,54587243,1285357752,0.2422,2.5239,23.5469,1.867,68883710773.44,N/A,73164019432.72,2923756824,0,3105433762,119.1528,4.461,5.0412,11.1377,
000001.SZ,平安银行,2009-07-17,9.8371,9.8371,9.9165,9.6033,9.7995,28419373,663508321.7,-0.0376,-0.382,23.347,0.972,68620572659.28,N/A,72884530394.14,2923756824,0,3105433762,118.6977,4.444,5.022,11.0952,
000001.SZ,平安银行,2009-07-20,9.7995,9.7995,9.8872,9.5824,9.8872,37751940,878859612.3,0.0877,0.8948,23.2799,1.2912,69234561592.32,N/A,73536671484.16,2923756824,0,3105433762,119.7597,4.4837,5.0669,11.1944,
000001.SZ,平安银行,2009-07-21,9.8872,9.8204,10.0167,9.5783,9.5824,46959997,1097625141.9,-0.3048,-3.0828,23.3736,1.6062,67100219110.8,N/A,71269704837.9,2923756824,0,3105433762,116.0678,4.3455,4.9107,10.8493,
000001.SZ,平安银行,2009-07-22,9.5824,9.5448,9.7077,9.478,9.6367,41701272,955451708.8,0.0543,0.5664,22.9118,1.4263,67480307497.92,N/A,71673411226.96,2923756824,0,3105433762,116.7253,4.3701,4.9385,10.9108,
000001.SZ,平安银行,2009-07-23,9.6367,9.6242,9.8288,9.4154,9.6701,54413366,1253467286.1,0.0334,0.3466,23.036,1.8611,67714208043.84,N/A,71921845927.92,2923756824,0,3105433762,117.1299,4.3853,4.9556,10.9486,
000001.SZ,平安银行,2009-07-24,9.6701,9.7411,9.7661,9.3945,9.478,44827899,1026109241.6,-0.1921,-1.9862,22.89,1.5332,66369279904.8,N/A,70493346397.4,2923756824,0,3105433762,114.8035,4.2982,4.8572,10.7311,
000001.SZ,平安银行,2009-07-27,9.478,9.5281,9.8288,9.5198,9.6451,38186260,884331759.8,0.167,1.7621,23.1584,1.3061,67538782634.4,N/A,71735519902.2,2923756824,0,3105433762,116.8264,4.3739,4.9428,10.9202,
000001.SZ,平安银行,2009-07-28,9.6451,9.6785,9.9707,9.5198,9.6451,60328018,1412429949.4,0,0,23.4125,2.0634,67538782634.4,N/A,71735519902.2,2923756824,0,3105433762,116.8264,4.3739,4.9428,10.9202,
000001.SZ,平安银行,2009-07-29,9.6451,9.7286,10.5219,9.5073,9.9373,136505866,3296629434.9,0.2923,3.0303,24.1501,4.6689,69585412411.2,N/A,73909323535.6,2923756824,0,3105433762,120.3666,4.5064,5.0926,11.2512,
000001.SZ,平安银行,2009-07-30,9.9373,10.1712,10.9311,10.1712,10.9311,187171760,4821610963.3,0.9937,10,25.7604,6.4018,76543953652.32,N/A,81300255889.16,2923756824,0,3105433762,132.4033,4.9571,5.6018,12.3763,
000001.SZ,平安银行,2009-07-31,10.9311,10.9311,10.9311,10.9311,10.9311,N/A,N/A,0,0,N/A,N/A,76543953652.32,N/A,81300255889.16,2923756824,0,3105433762,132.4033,4.9571,5.6018,12.3763,
000001.SZ,平安银行,2009-08-03,10.9311,10.7933,10.8016,10.4008,10.7933,99498401,2517751529.8,-0.1378,-1.2605,25.3044,3.4031,75579113900.4,N/A,80275462747.7,2923756824,0,3105433762,130.7343,4.8946,5.5312,12.2203,
000001.SZ,平安银行,2009-08-04,10.7933,10.6972,10.7223,10.2505,10.4551,68754450,1713961824.2,-0.3382,-3.1335,24.9287,2.3516,73210870872.96,N/A,77760061400.48,2923756824,0,3105433762,126.6378,4.7412,5.3579,11.8373,
000001.SZ,平安银行,2009-08-05,10.4551,10.3799,10.7515,10.3131,10.5052,46640660,1177478209.5,0.0501,0.4792,25.2457,1.5952,73561721691.84,N/A,78132713451.92,2923756824,0,3105433762,127.2447,4.764,5.3836,11.8941,
000001.SZ,平安银行,2009-08-06,10.5052,10.3256,10.334,9.8329,10.0167,48538247,1171305436.8,-0.4885,-4.6502,24.1316,1.6601,70140926207.76,N/A,74499355950.38,2923756824,0,3105433762,121.3275,4.5424,5.1332,11.341,
000001.SZ,平安银行,2009-08-07,10.0167,10.025,10.2505,9.7912,9.8246,32396098,777062534,-0.1921,-1.9175,23.9863,1.108,68795998068.72,N/A,73070856419.86,2923756824,0,3105433762,119.0011,4.4553,5.0348,11.1235,
000001.SZ,平安银行,2009-08-10,9.8246,9.9707,10.0584,9.3987,9.5866,46019260,1065654832.2,-0.238,-2.4224,23.1567,1.574,67129456679.04,N/A,71300759175.52,2923756824,0,3105433762,116.1184,4.3474,4.9128,10.8541,
000001.SZ,平安银行,2009-08-11,9.5866,9.6242,9.7327,9.3945,9.6367,24518033,563547822.3,0.0501,0.5226,22.985,0.8386,67480307497.92,N/A,71673411226.96,2923756824,0,3105433762,116.7253,4.3701,4.9385,10.9108,
000001.SZ,平安银行,2009-08-12,9.6367,9.5908,9.7954,9.2526,9.3403,36468911,833650651.5,-0.2964,-3.0763,22.8592,1.2473,65404440152.88,N/A,69468553255.94,2923756824,0,3105433762,113.1345,4.2357,4.7866,10.5751,
000001.SZ,平安银行,2009-08-13,9.3403,9.3236,9.7369,9.2233,9.716,38602862,881036939.7,0.3758,4.0232,22.8231,1.3203,68035821294.48,N/A,72263443641.74,2923756824,0,3105433762,117.6862,4.4061,4.9792,11.0006,
000001.SZ,平安银行,2009-08-14,9.716,9.6451,9.7828,9.311,9.478,30672083,701501146.2,-0.238,-2.4495,22.871,1.0491,66369279904.8,N/A,70493346397.4,2923756824,0,3105433762,114.8035,4.2982,4.8572,10.7311,
000001.SZ,平安银行,2009-08-17,9.478,9.3069,9.6451,8.8434,8.8559,44587449,989872290.9,-0.6221,-6.5639,22.2007,1.525,62012882237.04,N/A,65866250092.02,2923756824,0,3105433762,107.2679,4.016,4.5384,10.0268,
000001.SZ,平安银行,2009-08-18,8.8559,8.8726,9.0396,8.7307,8.9519,28147160,601150739.4,0.096,1.0844,21.3574,0.9627,62685346306.56,N/A,66580499857.28,2923756824,0,3105433762,108.4311,4.0596,4.5876,10.1355,
000001.SZ,平安银行,2009-08-19,8.9519,9.0104,9.1607,8.5386,8.6764,28151337,599317183.9,-0.2756,-3.0784,21.2891,0.9628,60755666802.72,N/A,64530913574.36,2923756824,0,3105433762,105.0932,3.9346,4.4464,9.8235,
000001.SZ,平安银行,2009-08-20,8.6764,8.6889,9.0062,8.5636,9.0021,34439381,728855235.5,0.3257,3.7536,21.1634,1.1779,63036197125.44,N/A,66953151908.72,2923756824,0,3105433762,109.038,4.0823,4.6133,10.1922,
000001.SZ,平安银行,2009-08-21,9.0021,9.0271,9.3945,8.9979,9.215,47364078,1044471844.4,0.2129,2.3655,22.052,1.62,64527313105.68,N/A,68536923127.34,2923756824,0,3105433762,111.6173,4.1789,4.7224,10.4333,
000001.SZ,平安银行,2009-08-24,9.215,9.2735,9.3528,9.0814,9.1524,29007610,638338166.7,-0.0626,-0.6797,22.0059,0.9921,64088749582.08,N/A,68071108063.04,2923756824,0,3105433762,110.8587,4.1505,4.6903,10.3624,
000001.SZ,平安银行,2009-08-25,9.1524,9.1398,9.1398,8.238,8.4927,55033673,1130510906.4,-0.6597,-7.208,20.5422,1.8823,59469213800.16,N/A,63164522719.08,2923756824,0,3105433762,102.868,3.8513,4.3522,9.6155,
000001.SZ,平安银行,2009-08-26,8.4927,8.3507,8.7181,8.1419,8.6096,36389326,739250218.4,0.1169,1.3766,20.315,1.2446,60287865710.88,N/A,64034044172.44,2923756824,0,3105433762,104.284,3.9043,4.4121,9.7478,
000001.SZ,平安银行,2009-08-27,8.6096,8.476,8.714,8.3883,8.4092,29075156,592686061,-0.2004,-2.3278,20.3846,0.9944,58884462435.36,N/A,62543435966.68,2923756824,0,3105433762,101.8565,3.8134,4.3094,9.5209,
000001.SZ,平安银行,2009-08-28,8.4092,8.3966,8.4801,7.9666,8,37559911,728308967.8,-0.4092,-4.8659,19.3906,1.2846,56019180747.84,N/A,59500110879.92,2923756824,0,3105433762,96.9002,3.6279,4.0997,9.0577,
000001.SZ,平安银行,2009-08-31,8,7.9081,7.9248,7.5323,7.595,36035294,667617816.1,-0.405,-5.0626,18.5268,1.2325,53183136628.56,N/A,56487840130.78,2923756824,0,3105433762,91.9945,3.4442,3.8922,8.5991,
000001.SZ,平安银行,2009-09-01,7.595,7.595,8.0459,7.595,7.9332,36158872,683604922.9,0.3382,4.453,18.9056,1.2367,55551379656,N/A,59003241478,2923756824,0,3105433762,96.091,3.5976,4.0655,8.982,
000001.SZ,平安银行,2009-09-02,7.9332,7.7996,8.3507,7.7244,8.2839,41775683,822035763,0.3507,4.4211,19.6774,1.4288,58007335388.16,N/A,61611805838.08,2923756824,0,3105433762,100.3392,3.7566,4.2452,9.3791,
000001.SZ,平安银行,2009-09-03,8.2839,8.3006,8.714,8.2046,8.6221,39437652,803812223.1,0.3382,4.0827,20.3818,1.3489,60375578415.6,N/A,64127207185.3,2923756824,0,3105433762,104.4358,3.91,4.4186,9.762,
000001.SZ,平安银行,2009-09-04,8.6221,8.6806,8.835,8.5929,8.6555,28867506,600230912.6,0.0334,0.3874,20.7926,0.9873,60609478961.52,N/A,64375641886.26,2923756824,0,3105433762,104.8403,3.9252,4.4357,9.7999,
000001.SZ,平安银行,2009-09-07,8.6555,8.7056,8.8434,8.6012,8.6889,27020890,564654405.6,0.0334,0.3859,20.897,0.9242,60843379507.44,N/A,64624076587.22,2923756824,0,3105433762,105.2449,3.9403,4.4528,9.8377,
000001.SZ,平安银行,2009-09-08,8.6889,8.6221,8.7682,8.5511,8.7515,33553812,695914337.7,0.0626,0.7208,20.7402,1.1476,61281943031.04,N/A,65089891651.52,2923756824,0,3105433762,106.0036,3.9687,4.4849,9.9086,
000001.SZ,平安银行,2009-09-09,8.7515,8.7849,8.8517,8.5595,8.7515,20878620,435507936.6,0,0,20.859,0.7141,61281943031.04,N/A,65089891651.52,2923756824,0,3105433762,106.0036,3.9687,4.4849,9.9086,
000001.SZ,平安银行,2009-09-10,8.7515,8.6973,8.7641,8.5803,8.643,23354756,485233594.8,-0.1086,-1.2405,20.7767,0.7988,60521766256.8,N/A,64282478873.4,2923756824,0,3105433762,104.6886,3.9195,4.4293,9.7857,
000001.SZ,平安银行,2009-09-11,8.643,8.572,9.1774,8.572,9.1023,45181631,965618422.3,0.4593,5.314,21.3719,1.5453,63737898763.2,N/A,67698456011.6,2923756824,0,3105433762,110.2518,4.1278,4.6646,10.3057,
000001.SZ,平安银行,2009-09-14,9.1023,9.1023,9.2567,8.9937,9.1774,29325694,641851509,0.0752,0.8257,21.887,1.003,64264174991.52,N/A,68257434088.76,2923756824,0,3105433762,111.1621,4.1618,4.7032,10.3908,
000001.SZ,平安银行,2009-09-15,9.1774,9.1858,9.2693,9.0188,9.1398,20738598,453400634.1,-0.0376,-0.4095,21.8626,0.7093,64001036877.36,N/A,67977945050.18,2923756824,0,3105433762,110.707,4.1448,4.6839,10.3482,
000001.SZ,平安银行,2009-09-16,9.1398,9.0271,9.0897,8.7515,8.8851,28273293,602675468.6,-0.2547,-2.7867,21.3161,0.967,62217545214.72,N/A,66083630455.36,2923756824,0,3105433762,107.6219,4.0293,4.5534,10.0599,
000001.SZ,平安银行,2009-09-17,8.8851,8.9144,9.048,8.9144,8.9728,22003636,473194324.2,0.0877,0.9868,21.5053,0.7526,62831534147.76,N/A,66735771545.38,2923756824,0,3105433762,108.684,4.0691,4.5983,10.1591,
000001.SZ,平安银行,2009-09-18,8.9728,9.0229,9.0313,8.3925,8.5595,54450576,1134002909.4,-0.4134,-4.6068,20.8263,1.8623,59937014892,N/A,63661392121,2923756824,0,3105433762,103.6771,3.8816,4.3865,9.6911,
000001.SZ,平安银行,2009-09-21,8.5595,8.4509,8.5595,8.1336,8.5302,41342071,823299387.2,-0.0292,-0.3415,19.9143,1.414,59732351914.32,N/A,63444011757.66,2923756824,0,3105433762,103.3231,3.8684,4.3715,9.658,
000001.SZ,平安银行,2009-09-22,8.5302,8.3925,8.5302,8.2087,8.2338,35398341,710314100.7,-0.2964,-3.4753,20.0663,1.2107,57656484569.28,N/A,61239153786.64,2923756824,0,3105433762,99.7324,3.7339,4.2196,9.3224,
000001.SZ,平安银行,2009-09-23,8.2338,8.238,8.3465,8.0709,8.1461,24889864,488930417.8,-0.0877,-1.0649,19.6438,0.8513,57042495636.24,N/A,60587012696.62,2923756824,0,3105433762,98.6703,3.6942,4.1746,9.2231,
000001.SZ,平安银行,2009-09-24,8.1461,8.1461,8.6638,8.0709,8.4843,48166062,965753793.1,0.3382,4.1517,20.0505,1.6474,59410738663.68,N/A,63102414043.84,2923756824,0,3105433762,102.7668,3.8475,4.348,9.606,
000001.SZ,平安银行,2009-09-25,8.4843,8.3507,8.4676,8.2171,8.4133,21187026,423648253.7,-0.071,-0.8366,19.9956,0.7247,58913700003.6,N/A,62574490304.3,2923756824,0,3105433762,101.907,3.8153,4.3116,9.5257,
000001.SZ,平安银行,2009-09-28,8.4133,8.4133,8.4843,8.0709,8.1169,14585959,290298484.3,-0.2964,-3.5236,19.9026,0.4989,56837832658.56,N/A,60369632333.28,2923756824,0,3105433762,98.3163,3.6809,4.1597,9.19,
000001.SZ,平安银行,2009-09-29,8.1169,8.1419,8.3215,8.0584,8.2421,18796145,368535559.2,0.1253,1.5432,19.607,0.6429,57714959705.76,N/A,61301262461.88,2923756824,0,3105433762,99.8335,3.7377,4.2239,9.3318,
000001.SZ,平安银行,2009-09-30,8.2421,8.3006,8.4426,8.2839,8.3549,18252247,365527776.9,0.1127,1.3678,20.0265,0.6243,58504374048.24,N/A,62139729577.62,2923756824,0,3105433762,101.199,3.7888,4.2816,9.4595,
000001.SZ,平安银行,2009-10-09,8.3549,8.5595,8.8517,8.4426,8.7891,25746333,535696801.9,0.4342,5.1974,20.8067,0.8806,61545081145.2,N/A,65369380690.1,2923756824,0,3105433762,106.4587,3.9857,4.5042,9.9511,
000001.SZ,平安银行,2009-10-12,8.7891,8.8517,8.9728,8.7265,8.7641,24098295,509669623.5,-0.0251,-0.285,21.1496,0.8242,61369655735.76,N/A,65183054664.38,2923756824,0,3105433762,106.1553,3.9744,4.4913,9.9228,
